district,neighborhood,room,living room,area (m2),age,floor,price,neighbourhoodScore
 Beykoz , Dereseki,1,1,65,20,1,13000,B
 Kadikoy , Rasimpasa,1,0,55,25,2,22500,A+
 Kagithane , Merkez,1,1,60,4,5,40000,D
 Kadikoy , 19 Mayis,3,1,160,32,2,40000,
 Atasehir , Kayisdagi,2,1,65,16,0,18000,B
 Cekmekoy , Merkez,2,1,65,12,1,25000,D
 Basaksehir , Kayabasi,2,1,107,0,14,34000,C+
 Basaksehir , Bahcesehir 1. Kisim,1,1,75,11,6,20750,B+
 Besiktas , Gayrettepe,4,1,170,44,8,55000,A+
 Kadikoy , Erenkoy,3,1,130,5,11,80000,A
 Kadikoy , Rasimpasa,2,1,85,30,3,34000,A+
 Sariyer , Maden,2,1,120,25,1,4500000,C+
 Sisli , Eskisehir,2,1,85,35,3,25000,C
 Sisli , Halaskargazi,3,1,149,30,5,50000,A
 Esenler , Fevzi Cakmak,1,1,120,17,5,14000,E
 Beylikduzu , Gurpinar,2,1,100,8,5,20000,D
 Kagithane , Celiktepe,2,1,95,0,12,45000,C
 Sisli , Pasa,1,1,55,18,-1,15000,C
 Maltepe , Findikli,2,1,70,10,-1,22000,C+
 Atasehir , Ornek,1,1,55,5,16,30000,C+
 Basaksehir , Basaksehir,1,1,69,0,5,25000,B
 Bayrampasa , Orta,2,1,65,40,1,12000,E
 Sariyer , Maslak,1,1,85,12,2,45000,B+
 Sariyer , Tarabya,2,1,130,25,3,80000,A+
 Beyoglu , Kuloglu,2,1,140,40,2,45000,A
 Sisli , Mecidiyekoy,2,1,70,5,1,27000,B+
 Sariyer , Resitpasa,1,1,70,24,0,20000,B+
 Beylikduzu , Dereagzi,2,1,110,9,0,20000,C
 Avcilar , Denizkoskler,1,0,45,29,0,8000,B
 Kagithane , Gursel,2,1,90,26,3,27000,B
 Beykoz , Cubuklu,2,1,65,23,0,16000,D
 Sariyer , Zekeriyakoy,2,1,85,21,2,45000,A
 Uskudar , Ahmediye,1,1,65,31,4,14000,C
 Esenyurt , Selahaddin Eyyubi,2,1,100,0,0,10000,D
 Cekmekoy , Merkez,2,1,90,5,2,25500,D
 Fatih , Cerrahpasa,1,0,30,25,0,9000,C
 Beyoglu , Istiklal,2,1,80,5,0,20000,D
 Beyoglu , Cihangir,4,1,140,35,3,50000,B
 Sariyer , Huzur,2,1,76,0,1,40300,E
 Sariyer , Maslak,3,1,210,6,14,112000,B+
 Sisli , Halide Edip Adivar,2,1,90,21,2,30000,C
 Esenler , Tuna,2,1,90,26,4,14500,E
 Pendik , Sapan Baglari,3,1,110,24,3,23000,B
 Atasehir , Ataturk,2,1,84,5,17,67920,E
 Kucukcekmece , Istasyon,2,1,95,7,0,20000,B+
 Sisli , Cumhuriyet,1,1,88,13,21,56000,D
 Kagithane , Seyrantepe,2,1,90,11,1,25000,C+
 Kagithane , Celiktepe,2,1,100,1,3,46000,C
 Fatih , Haseki Sultan,2,1,100,45,3,25000,C+
 Umraniye , Ataturk,2,1,75,5,1,20000,E
 Fatih , Koca Mustafapasa,1,1,60,31,1,12500,E
 Kucukcekmece , Gultepe,2,1,100,31,2,19000,E
 Sariyer , Kirecburnu,4,1,210,0,0,340000,C+
 Esenyurt , Saadetdere,2,1,110,11,1,14000,D
 Tuzla , Mimar Sinan,2,1,100,5,7,18500,E
 Kagithane , Yesilce,3,1,130,5,3,38000,C+
 Beyoglu , Cihangir,3,1,110,50,2,60000,B
 Maltepe , Altaycesme,1,0,30,11,1,22000,B+
 Sisli , Mecidiyekoy,2,1,100,20,4,30000,B+
 Fatih , Seyyid Omer,2,1,85,35,1,20000,D
 Sariyer , Zekeriyakoy,5,1,350,25,2,150000,A
 Umraniye , Saray,2,1,117,11,12,52000,A+
 Sisli , Merkez,2,1,90,5,2,66000,D
 Sisli , Tesvikiye,1,1,70,60,1,60000,A
 Kucukcekmece , Ataturk,2,1,90,23,0,20000,E
 Avcilar , Gumuspala,3,1,160,24,4,20000,C
 Basaksehir , Ziya Gokalp,2,1,120,5,21,38000,C
 Bagcilar , Yildiztepe,4,1,130,12,2,28500,E
 Esenyurt , Guzelyurt,1,1,60,5,4,15000,E
 Basaksehir , Kayabasi,2,1,90,13,6,23000,C+
 Buyukcekmece , Kamiloba,1,1,60,30,0,15000,C
 Beylikduzu , Kavakli,5,1,325,0,0,130000,E
 Kagithane , Merkez,1,1,10,20,6,9000,D
 Kadikoy , Bostanci,3,1,140,40,4,40000,A
 Uskudar , Bahcelievler,3,1,130,5,3,60000,C+
 Kagithane , Mehmet Akif Ersoy,2,1,90,21,1,17000,E
 Besiktas , Visnezade,2,1,210,6,0,290000,A+
 Beyoglu , Kamer Hatun,1,1,42,25,3,12500,C
 Fatih , Koca Mustafapasa,2,1,95,31,0,15000,E
 Bagcilar , Demirkapi,2,1,85,35,0,11000,D
 Bayrampasa , Yenidogan,2,1,105,30,2,30000,E
 Sisli , Merkez,3,1,110,30,5,33000,D
 Sisli , Halide Edip Adivar,2,1,130,20,3,30000,C
 Beykoz , Kavacik,3,1,130,16,2,42000,B+
 Kadikoy , Feneryolu,3,1,120,1,12,68000,A+
 Eyupsultan , Emniyettepe,3,1,110,5,-1,35000,D
 Bahcelievler , Yenibosna Merkez,3,1,220,5,4,60000,C+
 Beykoz , Yeni Mahalle,2,1,100,11,1,22000,D
 Pendik , Fatih,3,1,110,11,2,21000,E
 Sisli , Cumhuriyet,1,1,74,13,6,45000,D
 Sisli , Bozkurt,3,1,170,32,2,45000,B+
 Kagithane , Sultan Selim,2,1,85,25,2,17000,D
 Uskudar , Bulgurlu,2,1,80,23,2,27000,B+
 Sisli , Merkez,2,1,100,3,21,75000,D
 Eyupsultan , Emniyettepe,1,1,60,2,1,30000,D
 Sisli , Mesrutiyet,2,1,70,26,2,65920,B+
 Eyupsultan , Nisanci,1,0,23,26,-1,12000,C+
 Kagithane , Hamidiye,3,1,185,2,6,95000,E
 Esenyurt , Yesilkent,2,1,115,11,11,16000,E
 Fatih , Seyyid Omer,1,1,60,38,2,15000,D
 Avcilar , Merkez,2,1,100,4,5,17000,D
 Beyoglu , Haciahmet,2,1,86,4,1,51500,C
 Kartal , Hurriyet,5,2,310,0,0,150000,E
 Besiktas , Bebek,2,1,60,30,4,120000,A+
 Kagithane , Caglayan,1,1,73,10,4,17000,C+
 Bayrampasa , Altintepsi,1,1,75,30,2,20000,C
 Maltepe , Altaycesme,1,1,59,1,5,32500,B+
 Fatih , Sehremini,1,1,75,35,1,15000,C
 Avcilar , Gumuspala,3,1,110,25,3,16000,C
 Maltepe , Altintepe,3,1,120,30,4,35000,A
 Bahcelievler , Zafer,1,1,65,9,1,15000,C+
 Fatih , Ayvansaray,1,0,27,25,2,16000,E
 Kucukcekmece , Atakent,3,1,120,30,2,35000,C+
 Beyoglu , Sehit Muhtar,1,1,55,40,2,15000,E
 Fatih , Ayvansaray,1,0,40,5,1,22000,E
 Zeytinburnu , Veliefendi,2,1,75,27,4,14000,D
 Kadikoy , Merdivenkoy,3,1,130,31,5,34000,A
 Basaksehir , Bahcesehir 2. Kisim,1,1,66,11,17,21000,B+
 Eyupsultan , Guzeltepe,1,1,80,19,1,26000,B
 Kagithane , Hamidiye,2,1,80,0,2,25000,E
 Kucukcekmece , Fevzi Cakmak,3,1,110,19,1,19000,E
 Atasehir , Inonu,2,1,60,16,3,27000,E
 Esenyurt , Barbaros Hayrettin Pasa,1,1,85,15,5,18000,E
 Atasehir , Icerenkoy,2,1,90,40,5,20000,B+
 Beyoglu , Kalyoncu Kullugu,1,0,25,40,2,20500,C
 Beylikduzu , Gurpinar,1,1,100,8,5,17000,D
 Sisli , Merkez,2,1,95,31,5,37500,D
 Sariyer , Huzur,2,1,145,3,17,70000,E
 Besiktas , Gayrettepe,1,1,57,0,2,45000,A+
 Bakirkoy , Senlikkoy,3,1,135,13,0,60000,A
 Sariyer , Maslak,2,1,146,10,12,70000,B+
 Kagithane , Merkez,2,1,129,11,3,31000,D
 Kadikoy , Fikirtepe,2,1,145,4,3,58000,B+
 Kadikoy , Osmanaga,1,1,55,35,4,31000,A
 Sancaktepe , Osmangazi,1,1,65,3,0,22000,E
 Esenyurt , Mehmet Akif Ersoy,2,1,100,7,1,15000,E
 Sisli , 19 Mayis,2,1,171,21,4,75000,
 Besiktas , Levazim,2,1,190,5,9,345000,A+
 Esenler , Orucreis,1,1,80,26,0,11000,E
 Beykoz , Ruzgarlibahce,1,1,35,1,1,25000,E
 Sisli , Gulbahar,5,1,160,11,5,23000,B+
 Maltepe , Kucukyali,2,1,90,30,1,25000,
 Beyoglu , Mueyyetzade,3,1,160,100,4,84000,A
 Kagithane , Merkez,1,1,94,4,11,50000,D
 Besiktas , Yildiz,2,1,140,33,2,50000,A
 Besiktas , Yildiz,2,1,140,33,2,50000,A
 Sariyer , Kirecburnu,3,1,140,25,1,40000,C+
 Eyupsultan , Gokturk Merkez,2,1,120,14,1,48000,B+
 Pendik , Cinardere,3,1,125,1,9,33500,B
 Maltepe , Altaycesme,3,1,110,21,2,37500,B+
 Basaksehir , Bahcesehir 2. Kisim,4,2,360,16,0,65000,B+
 Uskudar , Acibadem,2,1,100,0,2,52000,A+
 Sariyer , Maslak,1,1,85,1,-1,49500,B+
 Sisli , Eskisehir,2,1,85,30,6,18000,C
 Bahcelievler , Siyavuspasa,2,1,115,38,2,20000,C+
 Sariyer , Resitpasa,4,1,280,23,1,160000,B+
 Sultanbeyli , Adil,5,1,188,0,4,41000,E
 Maltepe , Baglarbasi,1,1,65,8,2,25000,C
 Kadikoy , Goztepe,3,1,95,0,3,85000,E
 Bagcilar , 15 Temmuz,1,1,60,26,5,8500,
 Beylikduzu , Yakuplu,1,0,44,0,2,15000,E
 Beylikduzu , Yakuplu,2,1,110,3,1,20000,E
 Adalar , Maden,3,1,185,30,1,575000,C+
 Adalar , Burgazada,2,1,75,16,2,42500,B+
 Kadikoy , Caferaga,2,1,90,40,2,30000,A+
 Sisli , Gulbahar,2,1,100,15,2,25000,B+
 Besiktas , Visnezade,3,1,262,5,7,325000,A+
 Avcilar , Denizkoskler,2,1,85,4,0,26000,B
 Umraniye , Camlik,2,1,100,10,7,32000,E
 Bakirkoy , Senlikkoy,4,1,240,25,2,76000,A
 Kagithane , Seyrantepe,2,1,78,0,1,40250,C+
 Kagithane , Talatpasa,3,1,170,3,8,100000,D
 Sisli , Merkez,3,1,180,26,2,50000,D
 Zeytinburnu , Veliefendi,2,1,110,28,4,17000,D
 Kucukcekmece , Cennet,3,1,120,26,1,45000,B
 Kadikoy , Dumlupinar,1,1,54,3,1,35950,E
 Esenyurt , Suleymaniye,2,1,90,8,5,13000,D
 Gungoren , Tozkoparan,2,1,90,31,11,20000,E
 Sisli , Tesvikiye,2,1,90,50,0,50000,A
 Kagithane , Sirintepe,2,1,70,0,2,22000,D
 Sancaktepe , Emek,2,1,100,5,5,20500,D
 Kagithane , Sultan Selim,2,1,80,5,1,25000,D
 Sariyer , Uskumrukoy,8,3,1360,21,0,350000,A
 Beyoglu , Sehit Muhtar,1,1,60,4,1,50000,E
 Fatih , Silivrikapi,2,1,70,31,1,18000,D
 Esenyurt , Saadetdere,3,1,130,16,3,15000,D
 Sariyer , Yenikoy,3,1,130,31,5,85000,E
 Bagcilar , Mahmutbey,3,1,150,26,5,15000,E
 Maltepe , Altaycesme,3,1,135,25,2,32000,B+
 Sariyer , Kocatas,2,1,100,30,1,25000,D
 Kadikoy , Osmanaga,1,0,60,25,4,22500,A
 Beykoz , Acarlar,4,1,210,1,4,145000,A+
 Kartal , Atalar,1,1,60,4,4,28000,B+
 Esenler , Fatih,1,1,60,8,0,11000,E
 Umraniye , Atakent,5,1,150,0,6,50000,C+
 Kagithane , Gultepe,2,1,85,5,2,35000,E
 Fatih , Sehremini,1,1,60,45,1,14500,C
 Besiktas , Ulus,4,1,350,26,0,400000,C+
 Besiktas , Levent,2,1,240,5,21,145000,A+
 Esenler , Kemer,2,1,110,35,1,14500,E
 Beyoglu , Cihangir,1,1,75,31,4,65000,B
 Sisli , Mesrutiyet,3,1,110,30,0,42000,B+
 Basaksehir , Ziya Gokalp,2,1,129,5,21,35000,C
 Bakirkoy , Zuhuratbaba,3,1,140,35,4,21000,A+
 Maltepe , Idealtepe,3,1,120,31,2,33000,A
 Kucukcekmece , Cumhuriyet,3,1,135,30,1,17500,D
 Bahcelievler , Zafer,2,1,100,31,2,20000,C+
 Avcilar , Merkez,3,1,135,20,2,23000,D
 Gaziosmanpasa , Merkez,2,1,110,21,5,17000,D
 Beyoglu , Sahkulu,3,1,185,130,4,105000,B+
 Fatih , Hirka-i Serif,1,1,65,49,2,19000,D
 Sisli , Tesvikiye,2,1,144,0,10,120000,A
 Silivri , Ortakoy,5,1,550,0,0,55000,C+
 Kucukcekmece , Inonu,3,1,115,0,1,27500,E
 Sisli , Mecidiyekoy,3,1,135,25,3,35000,B+
 Kucukcekmece , Fatih,3,1,130,32,3,12000,E
 Pendik , Yenisehir,3,1,125,16,4,28000,E
 Sariyer , Ayazaga,3,1,178,8,12,115000,C
 Sisli , Esentepe,3,1,135,31,1,55000,D
 Cekmekoy , Mehmet Akif,2,1,85,5,1,27000,E
 Sisli , Cumhuriyet,2,1,100,3,21,75000,D
 Maltepe , Aydinevler,3,1,120,13,2,30750,B+
 Esenyurt , Incirtepe,3,1,140,10,0,15000,C
 Esenyurt , Yesilkent,1,1,70,5,13,12000,E
 Fatih , Koca Mustafapasa,1,1,70,35,3,18000,E
 Kagithane , Sultan Selim,2,1,80,30,5,30000,D
 Beyoglu , Kuloglu,2,1,140,40,2,45000,A
 Beykoz , Acarlar,6,2,700,2,0,350000,A+
 Kagithane , Telsizler,1,1,45,5,7,30000,C+
 Kadikoy , Caddebostan,2,1,98,1,10,78000,A+
 Beyoglu , Kamer Hatun,1,1,60,50,-2,20500,C
 Buyukcekmece , Fatih,2,1,100,30,2,20000,E
 Beykoz , Cubuklu,3,1,130,21,2,35000,D
 Esenyurt , Sehitler,3,1,140,10,5,9000,E
 Sariyer , Zekeriyakoy,3,1,215,0,3,120000,A
 Beyoglu , Kalyoncu Kullugu,1,1,55,40,4,25000,C
 Sisli , Mecidiyekoy,1,1,70,21,1,18000,B+
 Atasehir , Esatpasa,2,1,70,8,0,2800000,E
 Beyoglu , Sehit Muhtar,3,1,169,3,5,140000,E
 Esenler , Davutpasa,2,1,100,10,0,20000,E
 Kagithane , Telsizler,2,1,105,30,2,19750,C+
 Uskudar , Murat Reis,3,1,120,31,5,30000,B+
 Basaksehir , Bahcesehir 2. Kisim,1,1,70,2,10,19500,B+
 Adalar , Burgazada,1,1,80,30,1,23000,B+
 Beylikduzu , Adnan Kahveci,2,1,140,15,9,22500,B+
 Fatih , Aksaray,3,1,120,21,-1,20000,E
 Bagcilar , Kirazli,2,1,85,26,3,15000,E
 Sisli , Gulbahar,2,1,95,6,2,25000,B+
 Sisli , Halide Edip Adivar,3,1,130,12,2,40000,C
 Zeytinburnu , Maltepe,2,1,75,1,2,38000,A
 Beyoglu , Kalyoncu Kullugu,1,0,22,2,0,18900,C
 Sariyer , Ayazaga,4,1,210,5,7,130000,C
 Sisli , Merkez,3,1,145,5,3,100000,D
 Maltepe , Altaycesme,2,1,70,4,6,42500,B+
 Sariyer , Maslak,3,1,170,10,10,85000,B+
 Kadikoy , Fikirtepe,2,1,140,4,4,58000,B+
 Uskudar , Cumhuriyet,3,1,130,4,1,39500,D
 Kagithane , Gursel,1,1,60,3,0,20000,B
 Eyupsultan , Emniyettepe,1,1,65,3,2,25500,D
 Sisli , Kustepe,2,1,70,4,0,17500,E
 Kucukcekmece , Cumhuriyet,3,1,110,22,1,19000,D
 Pendik , Harmandere,1,1,60,8,2,28000,B
 Fatih , Ayvansaray,1,0,25,25,4,14000,E
 Fatih , Koca Mustafapasa,1,0,33,35,2,7500,E
 Sisli , Fulya,2,1,95,27,3,25000,A
 Eyupsultan , Guzeltepe,1,1,77,4,14,45000,B
 Uskudar , Beylerbeyi,4,1,258,43,1,290000,A+
 Beykoz , Pasabahce,4,1,175,55,4,70000,C+
 Beylikduzu , Dereagzi,3,2,260,4,5,25000,C
 Sariyer , Maslak,1,1,85,1,10,49250,B+
 Maltepe , Altaycesme,3,1,110,30,2,37500,B+
 Sariyer , Kirecburnu,6,2,400,27,0,150000,C+
 Besiktas , Levent,3,1,330,5,21,190000,A+
 Sisli , Eskisehir,1,1,80,35,5,15000,C
 Sisli , Kustepe,2,1,100,0,-2,32000,E
 Beylikduzu , Gurpinar,2,1,110,8,-2,23000,D
 Basaksehir , Bahcesehir 2. Kisim,1,1,66,11,7,20000,B+
 Esenyurt , Koza,1,1,68,5,2,12900,B+
 Sariyer , Maslak,1,1,94,4,3,50000,B+
 Kagithane , Gursel,1,1,67,15,1,25000,B
 Kucukcekmece , Cumhuriyet,3,1,105,26,3,18000,D
 Besiktas , Mecidiye,2,1,102,20,3,32000,E
 Fatih , Mevlanakapi,1,1,65,35,4,15000,E
 Esenyurt , Mehmet Akif Ersoy,1,1,65,5,2,15000,E
 Atasehir , Barbaros,2,1,138,13,21,60000,D
 Sisli , Pasa,2,1,75,10,0,20000,C
 Bakirkoy , Senlikkoy,6,2,385,5,1,250000,A
 Fatih , Yedikule,5,1,540,0,0,600000,E
 Tuzla , Sifa,3,1,120,2,2,23000,C
 Sisli , Izzet Pasa,2,1,100,21,1,25000,C
 Beykoz , Yeni Mahalle,2,1,110,11,1,23000,D
 Cekmekoy , Mimar Sinan,3,1,180,11,0,25000,E
 Sariyer , Yeni,3,1,180,26,5,65000,B
 Maltepe , Zumrutevler,2,1,100,28,1,19000,B
 Fatih , Koca Mustafapasa,3,1,130,31,2,20000,E
 Besiktas , Konaklar,1,1,55,1,4,33000,A+
 Uskudar , Burhaniye,4,2,407,0,4,140000,B
 Gaziosmanpasa , Karadeniz,2,1,120,10,10,38000,E
 Beylikduzu , Sahil,3,2,200,4,4,29000,D
 Sisli , Kustepe,1,0,20,1,1,12500,E
 Zeytinburnu , Veliefendi,4,1,150,30,4,2500000,D
 Sariyer , Sariyer Merkez,3,1,150,40,2,60000,B+
 Sisli , Fulya,2,1,90,3,7,40000,A
 Kagithane , Talatpasa,3,1,115,26,1,17000,D
 Besiktas , Turkali,2,1,80,30,1,28000,A
 Bagcilar , Fevzi Cakmak,2,1,80,21,1,15000,E
 Kucukcekmece , Fatih,2,1,95,30,2,15000,E
 Bahcelievler , Kocasinan Merkez,2,1,75,30,2,16000,C
 Sile , Cavus,3,1,120,16,2,40000,C+
 Beylikduzu , Buyuksehir,3,1,105,25,2,19500,B+
 Sisli , Bozkurt,2,1,90,40,1,26000,B+
 Beykoz , Fatih,1,1,35,16,0,17500,E
 Kagithane , Hamidiye,1,1,120,1,8,40000,E
 Besiktas , Levazim,2,1,190,5,1,300000,A+
 Maltepe , Cinar,3,0,135,35,2,40000,D
 Cekmekoy , Merkez,3,1,125,0,2,25000,D
 Besiktas , Nisbetiye,6,1,220,26,5,90000,A+
 Fatih , Sehremini,2,1,75,38,1,25000,C
 Sisli , Gulbahar,3,1,125,20,1,30000,B+
 Sariyer , Maslak,1,1,85,14,21,50000,B+
 Kagithane , Gursel,1,1,60,8,-2,17500,B
 Beyoglu , Asmali Mescit,1,1,75,89,3,45000,B
 Sariyer , Zekeriyakoy,1,1,75,5,2,48000,A
 Beyoglu , Kuloglu,1,1,50,40,5,20000,A
 Atasehir , Mevlana,3,1,110,21,3,27500,E
 Beykoz , Kanlica,2,1,60,26,0,42000,A
 Beykoz , Gumussuyu,2,1,115,21,0,80000,C+
 Basaksehir , Bahcesehir 2. Kisim,2,1,75,1,4,22000,B+
 Sariyer , Maslak,3,1,170,12,5,85000,B+
 Maltepe , Aydinevler,1,1,60,13,0,18750,B+
 Kagithane , Hamidiye,2,1,65,0,1,22500,E
 Avcilar , Tahtakale,2,1,120,7,19,33000,D
 Esenler , Kemer,2,1,100,34,1,17000,E
 Silivri , Gumusyaka,2,1,95,15,-2,12000,E
 Cekmekoy , Merkez,2,1,80,1,1,22000,D
 Atasehir , Ataturk,7,2,600,4,20,600000,E
 Fatih , Mevlanakapi,1,1,55,50,-1,10000,E
 Kucukcekmece , Mehmet Akif,2,1,80,20,2,14000,E
 Beyoglu , Huseyinaga,1,0,40,25,2,25000,C
 Beykoz , Kavacik,2,1,100,30,2,18000,B+
 Eyupsultan , Karadolap,1,1,60,5,1,25000,C
 Sisli , Pasa,3,1,100,25,1,33000,C
 Sisli , Mecidiyekoy,1,1,70,21,-1,15000,B+
 Atasehir , Esatpasa,2,1,90,8,3,25000,E
 Kucukcekmece , Kanarya,1,1,60,35,0,13000,C
 Zeytinburnu , Cirpici,2,1,100,30,4,17000,E
 Kagithane , Celiktepe,2,1,75,12,4,16000,C
 Eyupsultan , Merkez,1,1,75,40,1,19000,D
 Sariyer , Maden,3,1,140,31,2,45000,C+
 Beylikduzu , Adnan Kahveci,3,1,175,15,6,27000,B+
 Kagithane , Sirintepe,2,1,80,15,2,18000,D
 Beykoz , Acarlar,8,2,1000,3,0,480000,A+
 Sisli , Halide Edip Adivar,2,1,70,14,1,25000,C
 Sariyer , Resitpasa,1,1,55,24,0,17000,B+
 Umraniye , Tatlisu,2,1,110,11,1,35000,B
 Sariyer , Huzur,1,1,75,3,4,55000,E
 Kadikoy , Osmanaga,1,1,55,35,4,26000,A
 Kartal , Cumhuriyet,3,1,125,5,2,28000,D
 Sariyer , Maslak,3,1,170,10,9,80000,B+
 Beylikduzu , Kavakli,5,1,265,0,4,35000,E
 Kagithane , Seyrantepe,2,1,125,3,2,72500,C+
 Eyupsultan , Alibeykoy,2,1,82,0,5,30000,B
 Sariyer , Ayazaga,3,1,110,21,2,19500,C
 Zeytinburnu , Cirpici,2,1,100,31,3,23000,E
 Kartal , Yunus,3,1,120,26,3,29000,C+
 Uskudar , Guzeltepe,2,1,100,21,1,22000,B
 Kagithane , Merkez,2,1,110,0,1,51000,D
 Kucukcekmece , Inonu,1,1,70,20,1,10000,E
 Sariyer , Huzur,1,1,65,5,8,55000,E
 Kucukcekmece , Inonu,2,1,123,0,2,45000,E
 Avcilar , Denizkoskler,1,0,50,25,0,12000,B
 Kadikoy , Bostanci,3,1,135,4,2,120000,A
 Arnavutkoy , Bogazkoy Istiklal,2,2,200,21,0,29000,E
 Sancaktepe , Veysel Karani,3,1,167,4,11,56000,E
 Eyupsultan , Gokturk Merkez,4,1,216,0,5,110000,B+
 Kadikoy , Merdivenkoy,3,1,130,21,3,40000,A
 Cekmekoy , Merkez,1,1,90,8,5,19750,D
 Sariyer , Zekeriyakoy,3,1,175,3,0,98000,A
 Besiktas , Levent,1,1,150,5,10,75000,A+
 Sisli , Kustepe,2,1,75,21,3,19000,E
 Uskudar , Zeynep Kamil,1,1,55,31,0,30000,C+
 Maltepe , Aydinevler,2,1,90,15,5,30000,B+
 Bakirkoy , Yesilkoy,3,1,130,31,3,35000,A+
 Besiktas , Sinanpasa,2,1,120,40,2,35000,A
 Basaksehir , Altinsehir,2,1,79,4,5,13000,D
 Uskudar , Bulgurlu,1,0,40,18,1,16000,B+
 Esenyurt , Talatpasa,2,1,130,4,2,10000,D
 Sariyer , Maslak,1,1,75,7,21,40000,B+
 Fatih , Mevlanakapi,2,1,85,35,3,20000,E
 Adalar , Heybeliada,1,1,70,100,0,25000,B
 Bakirkoy , Zuhuratbaba,3,1,120,35,0,35000,A+
 Besiktas , Levent,1,1,120,5,11,90000,A+
 Uskudar , Cumhuriyet,3,1,135,18,4,28000,D
 Sisli , Gulbahar,3,3,230,21,4,23000,B+
 Kadikoy , Goztepe,3,1,108,5,9,91440,E
 Tuzla , Mimar Sinan,2,1,110,11,9,25000,E
 Uskudar , Kucuksu,2,1,100,20,1,20000,C+
 Besiktas , Gayrettepe,3,1,135,31,1,40000,A+
 Umraniye , Asagi Dudullu,2,1,80,1,5,23500,D
 Sariyer , Yenikoy,2,1,110,16,3,45000,E
 Beykoz , Merkez,2,1,150,35,4,32000,D
 Kagithane , Ortabayir,2,1,100,1,5,50000,C+
 Bayrampasa , Ismet Pasa,2,1,85,25,1,22000,D
 Sultangazi , Cebeci,2,1,90,10,4,17500,E
 Beyoglu , Cihangir,3,1,201,31,4,100000,B
 Beylikduzu , Yakuplu,1,1,70,0,2,17000,E
 Uskudar , Acibadem,3,1,135,26,4,50000,A+
 Kagithane , Caglayan,2,1,85,11,-1,18500,C+
 Avcilar , Denizkoskler,2,1,85,0,2,23000,B
 Beyoglu , Kalyoncu Kullugu,1,0,25,20,3,21500,C
 Bahcelievler , Soganli,2,1,80,26,0,14000,B
 Kartal , Orhantepe,5,3,700,26,0,500000,B
 Buyukcekmece , Pinartepe,3,1,180,11,2,50000,B
 Kagithane , Merkez,2,1,100,2,11,48000,D
 Beyoglu , Bulbul,1,0,35,17,-1,8500,E
 Kadikoy , Bostanci,3,1,170,14,9,80000,A
 Esenyurt , Cumhuriyet,4,0,300,7,4,55000,D
 Sisli , Mecidiyekoy,2,1,73,17,1,27500,B+
 Arnavutkoy , Hadimkoy,3,1,132,16,2,23000,D
 Uskudar , Kucuk Camlica,2,1,100,30,2,26000,B+
 Sisli , Esentepe,3,1,200,14,7,290000,D
 Kadikoy , Suadiye,2,1,100,5,5,67000,A+
 Sariyer , Rumeli Kavagi,4,1,160,49,3,50000,C
 Besiktas , Cihannuma,3,1,130,31,3,56000,A
 Beykoz , Acarlar,4,1,200,11,0,110000,A+
 Arnavutkoy , Anadolu,2,1,85,1,5,18000,D
 Arnavutkoy , Anadolu,2,1,80,1,-1,16000,D
 Sariyer , Tarabya,4,1,220,30,2,190000,A+
 Besiktas , Dikilitas,3,1,140,25,1,32000,A
 Fatih , Koca Mustafapasa,1,1,70,40,-1,12000,E
 Tuzla , Sifa,3,1,136,11,6,38000,C
 Kadikoy , Rasimpasa,3,1,130,30,0,42000,A+
 Zeytinburnu , Seyitnizam,1,1,80,24,2,10000,D
 Esenyurt , Yesilkent,3,1,130,10,4,17000,E
 Esenyurt , Mehtercesme,2,1,100,8,3,18000,C
 Bahcelievler , Bahcelievler,3,1,130,1,3,45000,C+
 Sisli , Mecidiyekoy,1,1,60,15,0,19500,B+
 Sisli , Mecidiyekoy,1,1,60,30,2,22500,B+
 Buyukcekmece , Pinartepe,2,1,95,9,1,26000,B
 Maltepe , Cinar,3,1,116,43,4,19500,D
 Besiktas , Turkali,3,1,115,35,2,40000,A
 Fatih , Koca Mustafapasa,1,1,65,32,1,9000,E
 Cekmekoy , Catalmese,2,1,125,2,2,27000,B
 Kadikoy , Caferaga,4,1,180,15,2,140000,A+
 Sisli , Merkez,2,1,136,1,20,99000,D
 Arnavutkoy , Deliklikaya,2,1,85,5,1,17500,E
 Sisli , Mecidiyekoy,2,1,85,17,1,20000,B+
 Sariyer , Maslak,1,1,119,3,21,60000,B+
 Sisli , Merkez,1,1,100,4,2,60000,D
 Beylikduzu , Kavakli,1,1,85,6,0,15000,E
 Avcilar , Ambarli,2,1,95,25,4,13499,C+
 Avcilar , Cihangir,3,1,130,9,2,25999,B
 Beylikduzu , Kavakli,1,1,85,6,1,19000,E
 Sisli , Gulbahar,1,1,60,15,4,25000,B+
 Bakirkoy , Zeytinlik,3,1,140,32,2,32500,A
 Beylikduzu , Baris,3,1,140,25,4,25000,B+
 Beykoz , Camlibahce,3,1,145,26,2,26000,E
 Beykoz , Cigdem,3,1,130,27,5,31000,D
 Bahcelievler , Bahcelievler,1,1,75,2,0,30000,C+
 Besiktas , Gayrettepe,1,1,75,15,5,45000,A+
 Besiktas , Mecidiye,2,1,80,32,0,27500,E
 Esenyurt , Talatpasa,2,1,95,5,1,13000,D
 Esenyurt , Akevler,1,1,80,11,21,13000,B
 Kagithane , Harmantepe,2,1,80,0,2,22000,E
